"filename", "language", "TypeScript", "GraphQL", "JavaScript", "JSON with Comments", "JSON", "comment", "blank", "total"
"/Users/AmitBoost/Desktop/Programming/reminderApp/backend/.keystone/admin/.next/static/chunks/pages/_error.js", "JavaScript", 0, 0, 130, 0, 0, 116, 88, 334
"/Users/AmitBoost/Desktop/Programming/reminderApp/backend/.keystone/admin/.next/static/chunks/pages/next/dist/pages/_error.js", "JavaScript", 0, 0, 130, 0, 0, 116, 88, 334
"/Users/AmitBoost/Desktop/Programming/reminderApp/backend/.keystone/admin/.next/static/chunks/pages/users/[id].js", "JavaScript", 0, 0, 3950, 0, 0, 3202, 2399, 9551
"/Users/AmitBoost/Desktop/Programming/reminderApp/backend/.keystone/admin/.next/static/chunks/polyfills.js", "JavaScript", 0, 0, 20, 0, 0, 16, 13, 49
"/Users/AmitBoost/Desktop/Programming/reminderApp/backend/.keystone/admin/.next/static/chunks/react-refresh.js", "JavaScript", 0, 0, 23, 0, 0, 16, 13, 52
"/Users/AmitBoost/Desktop/Programming/reminderApp/backend/.keystone/admin/.next/static/chunks/webpack.js", "JavaScript", 0, 0, 933, 0, 0, 90, 0, 1023
"/Users/AmitBoost/Desktop/Programming/reminderApp/backend/.keystone/admin/.next/static/development/_buildManifest.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/AmitBoost/Desktop/Programming/reminderApp/backend/.keystone/admin/.next/static/development/_ssgManifest.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 1
"/Users/AmitBoost/Desktop/Programming/reminderApp/backend/.keystone/admin/.next/static/webpack/047edb852b04cad63946.hot-update.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 1
"/Users/AmitBoost/Desktop/Programming/reminderApp/backend/.keystone/admin/.next/static/webpack/805a8c4324bd5d53e452.hot-update.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 1
"/Users/AmitBoost/Desktop/Programming/reminderApp/backend/.keystone/admin/.next/static/webpack/92f4cd4cf07b7cbaf835.hot-update.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 1
"/Users/AmitBoost/Desktop/Programming/reminderApp/backend/.keystone/admin/next-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 2, 1, 3
"/Users/AmitBoost/Desktop/Programming/reminderApp/backend/.keystone/admin/next.config.js", "JavaScript", 0, 0, 1, 0, 0, 2, 1, 4
"/Users/AmitBoost/Desktop/Programming/reminderApp/backend/.keystone/admin/pages/_app.js", "JavaScript", 0, 0, 203, 0, 0, 0, 7, 210
"/Users/AmitBoost/Desktop/Programming/reminderApp/backend/.keystone/admin/pages/api/__keystone_api_build.js", "JavaScript", 0, 0, 4, 0, 0, 0, 1, 5
"/Users/AmitBoost/Desktop/Programming/reminderApp/backend/.keystone/admin/pages/cart-items/[id].js", "JavaScript", 0, 0, 5, 0, 0, 0, 3, 8
